Foundation_rank,HeatingQC_rank,ExterQual_rank,CentralAir_rank,PavedDrive_rank,HouseStyle_rank,Exterior2nd_rank,Neighborhood_rank,KitchenAbvGr,EnclosedPorch,ExterCond_rank,Exterior1st_rank,MSZoning_rank,KitchenQual_rank,BldgType_rank,Functional_rank,Heating_rank,MSSubClass,OverallCond,Condition1_rank,Street_rank,YrSold,LowQualFinSF,MiscVal,BsmtHalfBath,Utilities_rank,BsmtFinSF2,Condition2_rank,RoofMatl_rank,3SsnPorch,MoSold,LandSlope_rank,SaleType_rank,LandContour_rank,PoolArea,LotConfig_rank,ScreenPorch,SaleCondition_rank,RoofStyle_rank,BedroomAbvGr,BsmtUnfSF,BsmtFullBath,LotArea,LotShape_rank,HalfBath,OpenPorchSF,2ndFlrSF,WoodDeckSF,BsmtFinSF1,Fireplaces,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual
2,3,2,1,1,1,5,7,1,0,1,8,1,2,1,1,1,60,6,1,1,2008,0,0,0,1,0,1,1,0,9,1,1,1,0,1,0,1,2,4,400,0,10480,1,1,69,866,0,403,1,1976,1976,8,2,1098,803,483,2,1964,7
2,3,2,1,1,2,3,12,1,0,1,6,1,2,1,1,1,20,7,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,2,108,1,7100,2,0,0,0,0,708,0,1957,1957,5,1,816,816,308,1,816,5
2,2,2,1,1,2,6,12,1,0,1,3,1,1,1,1,1,20,7,1,1,2007,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,2,365,1,8923,1,0,18,0,0,643,0,2006,1953,6,1,1008,1008,240,1,1008,5
2,1,2,1,1,2,2,8,1,0,2,2,1,1,1,1,1,20,7,1,1,2006,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,1,2,418,0,5400,1,0,0,0,0,415,0,2000,1954,4,1,833,833,326,1,833,5
1,1,1,1,1,2,1,11,1,0,1,1,1,3,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,11,1,2,1,0,1,0,3,2,3,730,1,12085,1,0,0,0,0,1004,1,2007,2007,7,2,1734,1734,928,3,1734,8
1,1,1,1,1,6,1,18,1,0,1,1,1,1,1,1,1,80,5,1,1,2009,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,2,3,55,1,7750,1,1,0,640,120,353,1,2002,2002,7,2,779,408,527,2,1419,8
2,1,2,1,1,2,1,10,1,0,1,1,1,1,1,1,1,20,7,2,1,2008,0,0,0,1,0,1,1,0,5,1,1,1,0,2,0,1,1,3,192,1,9764,2,0,0,0,0,702,0,2003,1967,5,1,894,894,450,2,894,5
2,3,2,1,1,6,2,10,1,0,2,2,1,2,1,4,1,80,6,1,1,2008,0,0,1,1,0,1,1,0,12,1,1,1,0,1,0,1,1,3,533,0,13825,1,0,34,580,280,0,0,1987,1958,6,1,1021,533,300,1,1601,5
2,3,2,1,1,2,6,12,1,252,1,5,1,2,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,671,0,7560,1,0,0,0,140,369,0,1959,1959,6,1,1040,1040,286,1,1040,5
3,3,2,1,1,2,8,14,1,112,1,5,2,2,1,1,1,30,5,1,1,2007,0,0,0,1,0,1,1,0,5,2,1,2,0,1,0,1,1,2,1012,0,8263,1,0,22,0,0,0,1,1950,1920,6,1,1012,1012,308,1,1012,6
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,2,1,0,1,0,3,1,3,1528,0,10084,1,0,20,0,144,24,0,2006,2005,7,2,1552,1552,782,3,1552,7
2,1,2,1,1,2,10,16,1,0,1,9,1,2,1,1,1,20,3,1,1,2009,0,0,0,1,0,1,1,0,10,1,3,1,0,3,160,2,1,3,672,0,8926,2,0,0,0,64,0,0,1956,1956,5,1,960,672,288,1,960,4
2,1,2,1,1,2,1,16,1,0,5,1,1,2,1,1,1,20,9,1,1,2009,0,0,1,1,0,1,1,0,6,1,1,1,0,1,0,1,2,2,698,0,9405,1,0,200,0,0,0,0,2008,1947,4,1,698,698,0,0,698,5
1,2,2,1,1,6,4,18,1,0,1,4,1,1,1,1,1,80,5,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,384,0,9125,2,1,25,670,100,0,1,1992,1992,7,2,812,384,392,2,1482,7
2,3,2,1,1,2,5,12,1,0,1,8,1,4,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,11,1,1,1,0,1,0,1,1,2,1005,0,10434,1,0,0,0,0,0,1,1955,1955,5,1,1005,1005,672,2,1005,4
1,1,1,1,1,2,1,22,1,0,1,1,1,1,4,1,1,120,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,2,2,1373,0,3684,1,0,20,0,143,0,1,2007,2007,7,2,1555,1373,660,3,1555,7
1,1,1,1,1,2,1,18,1,0,1,1,1,1,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,11,1,1,1,0,3,0,6,2,3,230,1,14572,4,0,36,0,144,1300,1,2004,2004,7,2,1530,1530,630,3,1530,7
1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,4,847,0,11796,2,1,48,1112,100,0,1,2005,2004,8,2,847,847,434,2,1959,7
2,3,2,1,1,5,2,8,1,0,1,2,2,2,3,1,1,90,5,1,1,2007,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,1,2,0,1,7200,1,0,0,0,49,936,0,1980,1980,4,1,936,936,672,2,936,5
3,3,2,1,1,3,5,24,1,0,1,6,1,1,1,4,1,50,3,1,1,2009,0,0,0,1,0,1,1,0,12,1,1,1,0,1,0,1,1,4,500,1,7804,1,0,44,653,431,622,2,1950,1928,7,2,1328,1122,576,2,1981,4
1,3,2,1,1,2,4,5,1,0,1,4,1,2,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,9,1,9,1,0,1,0,2,1,3,762,0,10712,1,0,28,0,0,212,0,1992,1991,5,1,974,974,0,0,974,5
3,3,2,1,2,1,6,8,1,0,1,3,2,4,1,1,2,70,4,1,1,2007,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,5,1008,0,9900,1,0,48,1032,0,0,0,1950,1880,8,2,1178,1008,205,1,2210,6
1,1,1,1,1,1,1,13,1,0,1,1,1,1,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,544,0,9828,2,1,155,878,0,584,1,1995,1995,8,2,1142,1128,466,2,2020,8
1,2,2,1,1,1,1,18,1,0,1,1,1,2,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,8,1,1,4,0,1,0,1,1,3,916,0,8773,2,1,38,684,100,0,1,1997,1997,7,2,916,916,460,2,1600,6
3,3,2,2,1,2,6,9,1,0,1,3,2,2,1,1,1,30,5,1,1,2007,0,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,1,2,960,0,6180,1,0,128,0,0,0,1,1950,1926,5,1,986,960,180,1,986,6
2,3,2,1,1,3,1,12,1,96,1,1,1,2,1,1,1,50,5,1,1,2008,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,2,1,3,752,0,9600,1,0,0,220,0,280,0,1950,1950,6,1,1032,1032,288,1,1252,6
2,2,2,2,2,3,1,10,1,176,2,1,1,2,1,1,1,50,8,2,1,2010,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,2,780,0,6342,1,0,0,240,0,0,0,1996,1875,6,1,780,780,0,0,1020,5
1,3,2,1,1,2,12,5,1,0,1,8,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,5,2,1,1,0,1,0,1,1,2,0,1,9819,2,0,32,0,264,1567,2,1977,1977,5,2,1567,1567,714,2,1567,6
3,3,2,1,1,2,9,9,1,216,3,10,1,2,1,3,1,30,5,1,1,2007,0,0,0,1,0,1,1,0,5,1,1,1,0,1,126,1,1,3,270,0,8731,2,0,0,0,0,645,1,1950,1920,6,1,1167,915,495,2,1167,5
2,3,2,1,1,2,4,12,1,0,1,4,1,2,1,1,1,20,7,1,1,2008,0,0,0,1,0,1,1,0,6,1,3,1,0,3,0,2,1,2,100,1,7350,1,0,0,0,0,852,0,1951,1951,4,1,952,952,840,2,952,5
2,1,2,1,1,1,5,7,1,0,2,8,1,1,1,1,1,60,7,3,1,2009,0,0,0,1,0,1,1,0,10,1,1,1,0,4,0,1,1,4,399,1,10304,2,1,96,780,448,381,1,1976,1976,9,2,1088,780,484,2,1868,5
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,4,1,2,1,0,1,0,3,2,4,316,1,9965,1,0,144,1362,125,1150,1,2007,2006,11,3,1466,1466,1052,3,2828,8
2,3,2,1,1,2,5,10,1,0,1,3,1,2,1,1,1,20,3,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,718,0,9000,1,0,24,0,0,288,0,1959,1959,5,1,1006,1006,0,0,1006,5
3,4,2,2,1,3,2,16,1,0,3,2,1,4,2,1,3,190,4,1,1,2010,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,2,324,1,12180,1,0,0,252,0,348,0,1950,1941,5,1,672,672,280,1,924,4
3,1,2,1,1,3,2,9,1,0,1,2,2,2,1,1,1,50,6,1,1,2006,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,6,1,3,1042,0,6240,1,0,0,534,0,0,1,1950,1928,8,1,1042,1042,225,1,1576,5
2,3,1,1,1,2,3,13,1,0,1,3,1,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,40,1,11200,1,0,26,0,165,1258,1,1985,1985,5,2,1298,1298,403,2,1298,6
2,1,2,1,1,1,2,3,1,0,1,2,1,4,1,1,1,70,7,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,2,0,1,0,1,1,3,429,0,12000,1,1,0,704,0,275,1,1950,1941,7,1,860,704,234,1,1564,7
1,3,2,1,1,3,6,8,1,176,1,3,2,2,1,1,1,50,7,1,1,2008,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,1,2,572,0,5700,1,0,0,539,0,0,1,1950,1926,5,1,572,572,288,1,1111,7
1,1,2,1,1,1,1,8,1,0,2,1,2,2,1,1,1,70,9,4,1,2009,0,0,1,1,0,1,1,0,7,1,1,1,0,1,0,1,2,3,26,0,9000,1,0,0,650,0,624,0,1988,1920,7,1,832,650,324,2,1482,7
2,1,2,1,1,2,8,12,1,214,1,5,1,1,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,11,1,1,1,0,1,0,1,1,2,932,0,8280,2,0,0,0,0,0,1,1950,1950,4,1,932,932,306,1,932,6
2,3,2,1,1,2,5,16,1,0,1,4,1,4,1,1,1,20,4,1,1,2006,0,0,0,1,0,1,1,0,11,1,1,1,0,1,100,1,1,3,1290,0,17755,1,1,140,0,0,176,2,1959,1959,6,1,1466,1466,528,2,1466,5
1,1,2,1,1,2,14,3,1,280,1,13,1,3,1,1,1,20,7,1,1,2006,0,0,0,1,547,1,1,0,7,1,1,1,0,1,0,2,1,2,230,0,14115,2,0,0,0,0,296,1,2004,1956,6,1,1811,1073,470,2,1811,6
3,1,1,1,1,2,6,14,1,96,2,3,2,2,1,1,1,30,8,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,3,0,1,1,2,278,0,5890,1,0,0,0,0,538,0,2007,1930,5,1,816,816,432,1,816,6
2,3,2,1,1,1,1,12,1,0,1,1,1,1,1,1,1,60,6,1,1,2008,0,0,0,1,0,1,1,0,5,1,1,1,0,1,273,1,1,4,410,0,13700,2,2,84,918,60,454,2,1988,1965,8,1,902,864,492,2,1820,7
2,3,1,1,1,2,5,2,1,0,2,8,1,1,1,1,1,20,8,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,3,180,1,1,3,280,1,10768,2,0,21,0,0,1157,1,2004,1976,6,2,1437,1437,528,2,1437,5
1,2,2,1,1,6,8,12,1,0,2,5,1,1,1,1,1,80,8,1,1,2008,0,0,1,1,0,1,1,96,10,1,1,1,0,1,0,1,1,3,586,0,9350,1,0,92,0,0,633,1,1999,1965,6,2,1265,1219,502,2,1265,5
1,1,1,1,1,2,1,11,1,0,1,1,1,1,5,1,1,120,5,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,2,410,1,5001,2,0,62,0,172,904,1,2008,2007,6,2,1314,1314,626,2,1314,7
1,1,1,1,1,2,1,6,1,0,1,1,1,1,1,1,1,20,5,2,1,2008,0,0,0,1,0,1,1,0,6,1,4,1,0,2,0,3,1,3,1580,0,11932,1,0,24,0,0,0,0,2008,2007,7,2,1580,1580,830,3,1580,8
2,3,1,1,1,1,4,7,1,0,1,4,1,1,1,1,1,60,6,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,2,4,459,0,9120,1,1,69,933,0,442,1,1974,1974,8,2,943,901,540,2,1876,6
2,4,2,1,1,1,11,21,1,0,1,8,1,2,5,1,1,160,5,1,1,2010,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,544,0,2280,1,1,0,601,26,311,1,1978,1978,7,2,855,855,440,2,1456,6
2,1,1,1,1,2,4,3,1,0,1,4,1,1,1,1,1,20,7,3,1,2008,0,0,0,1,0,1,1,216,11,1,1,3,0,4,0,1,2,3,568,1,14778,2,0,0,0,108,728,1,2006,1954,7,1,1640,1296,924,2,1640,6
2,2,2,1,1,2,1,10,1,0,1,1,1,2,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,402,0,8724,1,0,0,0,0,492,1,1968,1968,5,1,894,894,450,2,894,5
2,3,2,1,1,5,5,10,2,0,1,8,1,2,3,1,1,90,4,2,1,2008,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,5,1,0,0,2,12900,1,2,0,0,120,1198,0,1969,1969,6,0,1258,1198,400,2,1258,4
1,1,2,1,1,6,5,2,1,0,1,8,1,1,1,1,1,80,7,2,1,2007,0,0,0,1,391,1,1,0,6,1,1,1,0,2,0,1,1,2,289,1,16157,2,1,180,0,168,680,1,1978,1978,5,1,1432,1360,588,2,1432,5
1,1,1,1,1,2,1,11,1,0,1,1,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,9,1,2,1,0,1,0,3,1,3,1502,0,9541,2,0,114,0,0,0,0,2009,2009,7,2,1502,1502,644,2,1502,7
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2010,0,0,0,1,0,1,1,0,2,1,1,1,0,3,0,1,1,3,1694,0,10475,2,0,33,0,160,0,0,2008,2008,7,2,1694,1694,776,3,1694,8
1,1,2,1,1,1,1,18,1,0,1,1,1,2,1,1,1,60,5,7,1,2006,0,0,0,1,0,1,1,0,2,1,1,1,0,1,0,1,1,3,173,1,10852,2,1,38,712,0,786,1,2000,2000,7,2,959,959,472,2,1671,6
2,1,2,1,1,1,9,16,1,0,1,10,1,1,1,1,1,70,7,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,3,90,1,2,4,501,0,13728,1,0,0,872,0,626,2,1986,1935,7,2,1236,1127,540,2,2108,6
1,1,1,1,1,1,4,4,1,0,2,4,1,1,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,4,0,1,2,4,543,1,35760,2,1,76,1796,361,1387,1,1996,1995,10,3,1831,1930,807,3,3627,10
2,3,2,1,1,6,5,5,1,0,1,8,1,2,1,1,1,80,6,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,576,1,0,1,1,3,574,1,9880,1,0,0,0,203,522,1,1977,1977,6,1,1118,1096,358,1,1118,6
2,1,2,1,1,2,2,12,1,0,1,2,1,2,1,1,1,20,6,1,1,2008,0,1400,0,1,0,1,1,0,11,1,1,1,0,1,288,1,2,3,599,1,9120,1,0,0,0,0,662,1,1958,1958,6,1,1261,1261,433,2,1261,6
1,1,1,1,1,1,2,6,1,0,1,2,4,1,4,1,1,160,5,1,1,2008,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,2,625,0,4017,2,1,54,625,0,0,0,2007,2006,5,2,625,625,625,2,1250,7
2,3,2,1,1,3,2,20,1,0,1,2,1,3,1,3,1,50,6,1,1,2007,479,0,0,1,469,1,1,0,3,1,1,2,0,1,0,1,1,3,977,0,18030,2,0,0,971,122,152,1,1994,1946,12,3,1636,1598,0,0,3086,5
3,3,2,1,1,1,6,3,1,0,1,3,1,2,1,1,1,70,8,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,4,449,0,16560,2,1,0,1175,0,503,1,1950,1932,9,2,1170,952,360,2,2345,6
1,1,1,1,1,3,4,4,1,0,1,4,1,1,1,1,1,50,5,1,1,2007,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,2,4,983,0,10678,1,1,33,743,0,700,1,2000,1992,9,2,2129,1683,541,2,2872,8
2,3,2,1,1,2,5,5,1,0,1,4,1,2,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,10,1,1,1,0,4,0,1,1,3,218,1,6951,2,0,0,0,362,658,0,1985,1984,5,1,923,876,264,1,923,5
2,3,2,1,2,3,2,8,1,116,1,2,2,2,1,1,1,50,8,4,1,2009,0,0,0,1,0,1,1,0,12,1,1,2,0,1,0,1,1,3,350,0,3950,1,0,0,406,0,468,0,2004,1926,5,1,818,818,210,1,1224,6
3,1,2,1,1,3,6,3,1,102,1,3,1,2,1,1,1,50,6,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,2,0,1,1,3,731,0,7681,2,1,0,523,192,0,1,1950,1921,7,1,820,731,186,1,1343,5
5,2,2,1,2,2,6,16,1,190,1,3,1,2,1,4,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,4,1,1,1,0,3,0,1,1,3,0,0,8335,1,0,36,0,0,0,1,1954,1954,5,1,1124,0,0,0,1124,5
4,1,2,1,1,1,2,17,1,0,1,2,1,2,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,4,1,1,1,0,3,0,1,1,4,0,0,11170,3,1,0,1216,0,1216,0,1991,1990,8,2,1298,1216,693,2,2514,7
1,1,3,1,1,2,7,3,1,0,1,7,2,1,4,1,1,120,5,1,1,2008,0,0,1,1,0,1,1,153,11,2,2,4,0,1,0,3,2,2,120,1,5587,2,0,53,0,162,1480,1,2008,2008,5,2,1652,1600,482,2,1652,8
1,1,1,1,1,1,12,4,1,0,1,3,1,3,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,555,3,0,2,2,4,300,1,15623,2,1,78,2065,171,2096,2,1996,1996,10,3,2411,2396,813,3,4476,10
3,1,2,1,1,2,9,8,1,0,1,10,1,2,1,1,1,30,6,1,1,2006,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,2,2,299,1,10800,1,0,0,0,229,821,1,1950,1920,5,1,1130,1120,720,2,1130,5
2,2,2,1,1,2,2,17,1,0,1,2,1,2,1,1,1,20,4,1,2,2007,0,0,0,1,0,1,1,0,5,2,1,1,0,1,263,1,2,3,413,1,35133,1,1,263,0,0,1159,2,1963,1963,5,1,1572,1572,995,3,1572,5
3,2,2,1,1,3,10,16,1,236,2,9,1,2,1,1,1,50,7,1,1,2006,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,4,392,1,9738,1,0,0,272,0,392,0,1950,1924,7,1,949,784,392,1,1221,5
2,3,2,1,1,1,4,8,2,0,1,4,1,2,2,1,1,190,5,4,1,2009,0,0,0,1,0,2,1,0,8,2,1,2,0,3,0,2,1,3,538,1,10615,2,0,74,685,0,440,0,1970,1900,7,2,1014,978,420,2,1699,3
1,1,1,1,1,2,12,4,1,192,1,14,1,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,2,168,1,12461,1,0,114,0,0,1456,1,1995,1994,5,2,1624,1624,757,3,1624,8
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,831,0,8935,2,1,68,829,144,0,0,2002,2002,7,2,831,831,493,2,1660,7
1,2,2,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2010,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,994,0,7500,1,1,60,776,140,0,1,1999,1999,7,2,1028,994,442,2,1804,7
2,1,2,1,1,2,2,5,1,0,2,2,1,2,2,1,1,190,4,1,1,2007,0,0,0,1,0,1,1,0,3,2,1,3,0,1,0,1,1,3,90,1,32463,1,0,0,0,439,1159,1,1975,1961,7,1,1622,1249,1356,4,1622,4
1,1,1,1,1,1,2,6,1,0,1,2,4,1,5,1,1,160,5,1,1,2007,0,0,0,1,0,1,1,0,11,1,1,1,0,1,0,1,1,2,776,0,2645,1,1,0,677,206,0,0,2000,1999,5,2,764,776,492,2,1441,8
1,2,2,1,3,3,1,8,1,84,1,1,2,1,1,1,1,50,8,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,3,3,702,0,9600,1,0,0,630,0,0,0,1994,1925,6,1,842,702,250,1,1472,5
1,1,2,1,1,2,1,5,1,0,1,1,2,2,4,1,1,120,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,2,0,1,2,2,341,1,4500,1,0,304,0,0,883,0,1999,1999,5,2,1224,1224,402,2,1224,6
2,3,2,1,1,1,4,10,1,0,1,4,1,2,1,1,1,60,7,1,1,2010,0,0,0,1,0,1,1,0,3,1,1,1,0,3,0,1,1,4,292,0,9364,1,1,36,689,379,371,0,1969,1969,7,1,663,663,299,1,1352,6
1,1,2,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,728,0,8029,2,1,24,728,100,0,0,2005,2005,8,2,728,728,400,2,1456,6
1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,11,1,2,1,0,1,0,3,1,4,879,0,14054,2,1,17,984,100,0,1,2006,2006,9,2,879,879,660,3,1863,7
3,1,2,1,1,7,2,8,1,330,1,2,2,2,1,1,1,75,6,1,1,2006,0,0,0,1,0,1,1,0,7,1,7,2,0,3,0,1,1,3,815,0,8850,2,0,0,875,0,0,1,1950,1916,7,1,815,815,225,1,1690,7
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,1212,0,9100,1,0,0,0,356,0,0,2001,2001,6,2,1212,1212,573,2,1212,7
2,2,2,1,1,2,4,10,1,0,1,4,1,2,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,10,1,1,1,0,1,0,1,1,3,504,0,11235,1,1,82,0,0,547,1,1979,1963,6,1,1382,1051,459,2,1382,4
2,2,2,1,1,2,2,12,1,0,1,2,1,2,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,9,1,0,1,0,2,1,3,864,0,9353,1,0,0,0,0,0,0,1970,1970,5,1,864,864,280,1,864,4
1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,3,1,1,1,0,3,0,1,1,3,866,0,10400,1,1,36,913,198,0,0,1998,1998,6,2,866,866,546,2,1779,7
3,1,2,1,2,3,6,9,1,208,1,3,2,2,1,1,1,50,8,1,1,2009,0,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,1,3,884,1,6000,1,0,0,464,0,0,1,1997,1925,5,1,884,884,216,1,1348,5
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,10,1,1,1,0,1,0,1,1,3,1630,0,9750,1,0,234,0,74,0,1,2001,2000,6,2,1630,1630,451,2,1630,7
2,1,2,1,1,2,4,7,1,0,1,4,1,2,1,1,1,20,6,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,268,1,10140,1,1,88,0,0,788,0,1975,1975,6,1,1074,1056,495,2,1074,5
2,2,1,1,1,2,4,13,1,0,1,4,1,1,1,1,1,20,7,1,1,2009,0,0,0,1,177,1,1,0,6,1,1,1,0,4,0,1,2,3,1496,0,14684,2,0,70,0,84,485,1,1991,1990,7,2,2196,2158,701,3,2196,7
2,3,2,1,1,2,4,13,1,0,1,4,5,2,1,1,1,20,4,1,1,2006,0,0,0,1,0,1,1,0,11,1,1,1,0,1,0,1,1,2,0,1,8900,1,0,42,0,0,1056,0,1966,1966,5,1,1056,1056,384,1,1056,4
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,1342,1,9135,1,0,23,0,192,340,0,2003,2003,7,2,1700,1682,544,2,1700,6
2,3,2,1,1,2,2,12,1,0,2,2,1,2,1,1,1,20,7,1,1,2008,0,0,0,1,108,1,1,0,10,1,1,1,0,1,0,1,1,3,319,1,7763,1,0,0,0,0,504,0,1980,1962,6,1,1283,931,506,2,1283,5
1,1,1,1,1,2,1,6,1,0,1,1,1,1,1,1,1,20,5,6,1,2006,0,0,0,1,0,1,1,0,5,1,2,1,0,4,0,3,2,3,440,1,10182,2,0,50,0,322,1220,1,2006,2006,8,2,1660,1660,500,2,1660,8
1,1,1,1,1,1,6,13,1,0,1,3,1,1,1,1,1,60,5,1,1,2010,0,400,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,1055,0,11218,1,1,104,790,635,0,1,1992,1992,8,2,1055,1055,462,2,1845,6
4,2,1,1,1,3,6,18,1,0,1,3,1,2,1,1,1,50,7,1,1,2010,0,0,0,1,0,1,1,0,6,2,1,2,0,1,0,1,1,4,132,0,12134,2,0,12,672,325,427,0,2005,1988,8,2,1080,559,492,2,1752,8
2,3,2,1,2,2,2,16,1,0,1,2,1,2,1,1,1,30,6,1,1,2009,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,2,2,328,1,9340,1,0,113,0,0,344,0,1950,1941,4,1,672,672,234,1,672,4
2,1,2,1,1,6,1,10,1,0,2,1,1,2,1,1,1,80,9,1,1,2006,0,0,1,1,0,1,1,0,5,1,1,1,0,4,0,1,1,0,0,1,10246,2,0,0,0,88,648,0,2001,1965,3,0,960,648,364,1,960,4
2,3,2,1,1,5,2,12,1,0,1,2,1,2,1,1,1,85,5,1,1,2006,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,141,1,10205,2,0,72,0,150,784,0,1962,1962,6,1,999,925,300,1,999,5
2,3,2,1,1,2,1,10,1,0,1,1,1,2,1,1,1,20,5,1,1,2007,0,0,0,1,374,1,1,0,5,1,1,1,0,1,0,1,1,3,340,0,7094,2,0,0,0,0,180,0,1966,1966,5,1,894,894,384,1,894,5
5,3,2,1,1,3,1,10,2,0,1,1,2,2,3,1,1,90,5,5,1,2010,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,4,0,0,8930,1,0,0,584,0,0,0,1978,1978,8,2,1318,0,539,2,1902,6
